Model_id,Model Name,URL,split
208355,Zelda ゼルダ / The Legend of Zelda,https://civitai.com/api/download/models/234649,eval
21102, Game Item UI,https://civitai.com/api/download/models/25116,train
95566,Niji Cute style / 可爱插画风格 / Niji Cute 模式,https://civitai.com/api/download/models/102027,train
59051,MessyRoom,https://civitai.com/api/download/models/63509,train
9146,Shaft Head Tilt | シャフ度 | 新房45度 (Pose LORA),https://civitai.com/api/download/models/10820,train
19706,Iochi Mari / 伊落マリー,https://civitai.com/api/download/models/23398,train
51900,Shinji in a Chair | Meme,https://civitai.com/api/download/models/56369,eval
18099,Izayoi Nonomi / 十六夜ノノミ,https://civitai.com/api/download/models/21404,eval
129934,Niji 3D rendering style,https://civitai.com/api/download/models/142486,train
142805,Hoshino Ruri 星野ルリ / Martian Successor Nadesico,https://civitai.com/api/download/models/158390,eval
81109,graphic logo,https://civitai.com/api/download/models/86033,train
18657,rise kujikawa | Persona 4,https://civitai.com/api/download/models/22141,train
133899,Tachibana Arisu 橘ありす / THE iDOLM@STER Cinderella Girls,https://civitai.com/api/download/models/147425,train
45238,Ancient-customs Style,https://civitai.com/api/download/models/54907,train
78523,ブルマ(Buruma),https://civitai.com/api/download/models/83312,eval
54122,Selphie Tilmitt (Final Fantasy VIII) LoRA,https://civitai.com/api/download/models/58489,train
75974,平头 flat avatar,https://civitai.com/api/download/models/80716,train
150191,Nakiri Erina 薙切えりな / Shokugeki no Soma,https://civitai.com/api/download/models/167851,train
57736,Onodera Kosaki 小野寺小咲 / Nisekoi,https://civitai.com/api/download/models/538308,train
26135,Not Horny Pirate,https://civitai.com/api/download/models/31297,train
43956,Clementine | Overlord,https://civitai.com/api/download/models/48596,train
94596,Takamiya Rion 鷹宮リオン / Nijisanji,https://civitai.com/api/download/models/100901,eval
109533,Momo Belia Deviluke (モモ・ベリア・デビルーク) - To Love Ru (とらぶる),https://civitai.com/api/download/models/222417,train
105212,Murasaki Shion 紫咲シオン / Hololive,https://civitai.com/api/download/models/112837,train
132494,Double Exposure Concept,https://civitai.com/api/download/models/145734,train
21378,Perseus (Azur Lane) Original Outfit 英仙座,https://civitai.com/api/download/models/25487,train
92718,Mai Kawakami (Musaigen no Phantom World),https://civitai.com/api/download/models/98840,train
115914,KizukiAi - Sword Art Online- Yuuki Asuna [SD1 - Original V1.5],https://civitai.com/api/download/models/125462,train
161557,🔥April O'Neil TMNT,https://civitai.com/api/download/models/230969,train
132443,Viper (NIKKE) LoRA | 2 Outfits (Toxic Rabbit and Default),https://civitai.com/api/download/models/145676,train
72585,[1.5/XL 1.0] Makima | Chainsaw Man,https://civitai.com/api/download/models/77323,train
55639,Harley Quinn | Suicide Squad,https://civitai.com/api/download/models/122093,train
97862,Game Icon Research Institute Lora-Scene cutting,https://civitai.com/api/download/models/104631,train
135503,身体链_Body chain_ボディチェーン,https://civitai.com/api/download/models/149360,train
57473,Djeeta | Granblue Fantasy,https://civitai.com/api/download/models/65190,train
14019,La+ Darknesss (ラプラス・ダークネス),https://civitai.com/api/download/models/16493,eval
40724,North Korea Propaganda Style,https://civitai.com/api/download/models/45895,train
48179,Comic Cover,https://civitai.com/api/download/models/52801,eval
127548,Aqua | KonoSuba: God's Blessing on This Wonderful World!,https://civitai.com/api/download/models/139566,train
196974,Rangiku Matsumoto/松本 乱菊 (Bleach) LoRA,https://civitai.com/api/download/models/221480,train
133279,Melanin Girlfriend Mix,https://civitai.com/api/download/models/263127,train
12984,Latex(Serious),https://civitai.com/api/download/models/15481,train
23049,Aunt Cass (Big Hero),https://civitai.com/api/download/models/27528,train
289021,Fresh And Light Style Illustration 小清新治愈画风的插画LoRA,https://civitai.com/api/download/models/491256,train
208199,Grunge Freestyle - by EDG,https://civitai.com/api/download/models/234462,train
120811,Soo-Ah | Secret Class | Manhwa,https://civitai.com/api/download/models/326906,train
51010,Oobari Masami Style,https://civitai.com/api/download/models/55525,train
60571,Tachibana Arisu (idolmaster) w/ outfits,https://civitai.com/api/download/models/142112,eval
89183,JP GIrl in sexy apron,https://civitai.com/api/download/models/94908,train
82304,Zero Suit (Metroid) Outfit LoRA,https://civitai.com/api/download/models/87396,train
25990,XSarchitectural-14Openingenvironment,https://civitai.com/api/download/models/31118,train
44945,Cover eyes,https://civitai.com/api/download/models/234764,train
56576,Lightning | Final Fantasy XIII,https://civitai.com/api/download/models/60999,train
85750,Houki Shinonono - Infinite Stratos,https://civitai.com/api/download/models/126489,train
110447,Haramura Nodoka 原村和 / Saki,https://civitai.com/api/download/models/119069,train
149472,Wendy Marvell ウェンディ・マーベル / Fairy Tail,https://civitai.com/api/download/models/166943,train
107161,mecha,https://civitai.com/api/download/models/115215,train
58257,Product Design (Realistic minimalism-eddiemauro) LORA,https://civitai.com/api/download/models/62713,train
183622,Kugisaki Nobara 釘崎野薔薇 / Jujutsu Kaisen,https://civitai.com/api/download/models/206091,eval
106818,holo skin 幻蓝冰皮,https://civitai.com/api/download/models/114741,train
103811,Animation landscape/动漫风景,https://civitai.com/api/download/models/111218,train
104487,"Privaty (NIKKE) LoRA | 4 Outfits (Cat Maid, Dress, Casual, and Default)",https://civitai.com/api/download/models/340866,eval
17487,Kurihara Mari (Prison School),https://civitai.com/api/download/models/125886,train
17552,Chinese Qingchun清纯 Girl,https://civitai.com/api/download/models/20745,train
59701,"Rory Mercury | Gate: Jieitai Kanochi nite, Kaku Tatakaeri",https://civitai.com/api/download/models/64150,train
25394,能代 - Noshiro Azur Lane LORA. / 能代 (アズールレーン),https://civitai.com/api/download/models/30398,train
55026,Alp | Style,https://civitai.com/api/download/models/114170,train
75144,Omaru Polka 尾丸ポルカ / Hololive,https://civitai.com/api/download/models/79897,train
56820,incoming kiss,https://civitai.com/api/download/models/61238,train
40640,Fumo-like Anime Style LoRA,https://civitai.com/api/download/models/45856,train
55754,DOA - Tina,https://civitai.com/api/download/models/211611,train
95147,[Expression]Evil Smile,https://civitai.com/api/download/models/101529,train
15981,Pavolia Reine (3 Outfits) | Hololive,https://civitai.com/api/download/models/174635,train
65351,Selvaria Bles (Valkyria Chronicles) LoRA,https://civitai.com/api/download/models/69990,train
77442,Camilla (Fire Emblem Fates + 4 Heroes Outfits) LoRA,https://civitai.com/api/download/models/82224,train
52458,Bronya (Honkai Star Rail)/星穹铁道/三涡轮增鸭（布洛妮娅）,https://civitai.com/api/download/models/57600,train
72662,Lyn (Fire Emblem: The Blazing Blade + 5 Heroes Outfits) LoRA,https://civitai.com/api/download/models/77389,train
34193,Cutesy style for softer faces,https://civitai.com/api/download/models/61698,train
84176,Katarina + Battle Academia Katarina (League of Legends) LoRA,https://civitai.com/api/download/models/89470,train
182100,Muscle Mommy | Goofy Ai,https://civitai.com/api/download/models/204358,train
116962,Fujiwara Chika | Kaguya-sama wa Kokurasetai,https://civitai.com/api/download/models/126684,train
49646,[LoRa] Riding Monster/怪獣騎士 Concept,https://civitai.com/api/download/models/54202,train
205311,LoRA / Concept | Straitjacket (Latex Straitjacket),https://civitai.com/api/download/models/231164,eval
155782,Fern (フェルン) - Frieren: Beyond Journey's End (葬送のフリーレン),https://civitai.com/api/download/models/289351,train
143092,Akira Poster | Concept,https://civitai.com/api/download/models/158760,train
144416,Light Control - Exposure,https://civitai.com/api/download/models/167456,train
70339,Eisthol's Daughter（A lora trained from just one image as the original data set.）,https://civitai.com/api/download/models/85593,train
19655,Starcraft 2 | Nova,https://civitai.com/api/download/models/31603,train
80231,Usagi Tsukino (fanart) - Sailor Moon,https://civitai.com/api/download/models/136924,train
19073,MIB Suit and Neuralyzer,https://civitai.com/api/download/models/25947,eval
87208,Haruhiko Mikimoto/美树本晴彦/みきもと はるひこ  《MACROSS》/《超时空要塞》  - Artist Style,https://civitai.com/api/download/models/245793,train
86622,Josan Gonzalez aka Deathburger - LoRA Style,https://civitai.com/api/download/models/92128,train
8089,HMS Plymouth (Azur Lane),https://civitai.com/api/download/models/259253,train
100607,Large mechanical arms,https://civitai.com/api/download/models/107680,train
56749,military uniform,https://civitai.com/api/download/models/61174,train
41465,Lulu FFX | Character LoRA,https://civitai.com/api/download/models/276015,train
22682,Cake and food,https://civitai.com/api/download/models/27087,train
99396,Ishtar (イシュタル) - Fate Grand Order,https://civitai.com/api/download/models/236093,train
79462,Kindred | Lamb | League of Legends - LoRA,https://civitai.com/api/download/models/84275,train
95649,Inoue Orihime (井上 織姫) - Bleach (ブリーチ) - COMMISSION,https://civitai.com/api/download/models/166583,train
139608,From Outside Window (concept) | 窗户外视角,https://civitai.com/api/download/models/154637,train
28175,Pole_Dancing,https://civitai.com/api/download/models/33769,eval
50859,DOA - Ayane,https://civitai.com/api/download/models/212495,train
113945,Fantasy warriors - by HailoKnight,https://civitai.com/api/download/models/257834,train
81763,Glowing Runes,https://civitai.com/api/download/models/86794,train
55405,guofengmeizia,https://civitai.com/api/download/models/70491,eval
50934,Weiss Schnee | RWBY,https://civitai.com/api/download/models/107543,train
98871,Fubuki (フブキ) - One Punch Man (ワンパンマン),https://civitai.com/api/download/models/281948,eval
17582,Symboli Rudolf シンボリルドルフ / Umamusume,https://civitai.com/api/download/models/90567,train
51621,Indian Doll Likeness (alpha),https://civitai.com/api/download/models/56097,train
151608,Naga (NIKKE),https://civitai.com/api/download/models/202856,train
113838,Girls put her breast on the table (breast rest),https://civitai.com/api/download/models/123015,train
151146,Tia (NIKKE) LoRA,https://civitai.com/api/download/models/202885,train
80196,Dragon Ball Super Saiyan 1 & 3 | Hairstyle Concept LoRA,https://civitai.com/api/download/models/85017,eval
65855,Chartreux/British Shorthair - 藍貓,https://civitai.com/api/download/models/288462,train
94603,Mizuki Kotori 観月小鳥 / Yu-Gi-Oh!,https://civitai.com/api/download/models/100909,train
71682,Table Rpg / D&D Maps #10 - Cities,https://civitai.com/api/download/models/76407,train
26129,GorgeousWedding Dress V1,https://civitai.com/api/download/models/31289,train
51077,DOAXVV - Sayuri,https://civitai.com/api/download/models/211366,train
234747,Ada Wong (Resident Evil) LoRA | 4 Outfits,https://civitai.com/api/download/models/264704,eval
77103,Shirayuki Tomoe 白雪巴 / Nijisanji,https://civitai.com/api/download/models/81884,eval
143474,Goth Girl | Goofy Ai,https://civitai.com/api/download/models/159223,train
22488,Shimakaze (Azur Lane) the White Rabbit of Wonderland 岛风 不可思议国度的白兔,https://civitai.com/api/download/models/27037,train
62111,Kyoto Animation Style | Kobayashi-san Chi no Maid Dragon - Miss Kobayashi's Dragon Maid,https://civitai.com/api/download/models/185701,train
45536,Remilia Scarlet | Touhou,https://civitai.com/api/download/models/50155,eval
26127,Revy - Balalaika - Roberta | Black Lagoon,https://civitai.com/api/download/models/32711,eval
19803,诛仙 陆雪琪 Chinese cartoon characters,https://civitai.com/api/download/models/168092,train
152673,egirl makeup,https://civitai.com/api/download/models/170874,eval
22197,Shamir Nevrand (Fire Emblem: Three Houses) LoRA,https://civitai.com/api/download/models/96965,train
168477,Chloe von Einzbern(Fate/kaleid Illya) 3+1 Outfits Character LoRA [Commission],https://civitai.com/api/download/models/189456,train
62714,Kizuki - To Love Ru - Kirisaki Kyōko [SD1 - Original V1.5],https://civitai.com/api/download/models/67278,train
54817,Aqua | KonoSuba,https://civitai.com/api/download/models/59195,train
156697,Religious Tattoo | 经文刺青,https://civitai.com/api/download/models/175914,train
36682,Thai Nurse ,https://civitai.com/api/download/models/42716,train
89998,Happy fun 31,https://civitai.com/api/download/models/100818,train
146587,Chisato Nishikigi 錦木千束 | Lycoris Recoil | 6 Outfits,https://civitai.com/api/download/models/163283,train
86384,Annie Leonhardt | Attack On Titan | Shingeki No Kyoujin,https://civitai.com/api/download/models/91856,train
143321,Sexy Office Lady,https://civitai.com/api/download/models/159034,eval
244097,Aqua アクア / KONOSUBA,https://civitai.com/api/download/models/275411,train
25183,Shampoo - Ranma 1/2,https://civitai.com/api/download/models/108928,train
141273,Alice (NIKKE) LoRA | 2 Outfits (Sweet Home and Default),https://civitai.com/api/download/models/156609,train
106396,Hitori Gotou (後藤 ひとり) - Bocchi the Rock (ぼっち・ざ・ろっく！),https://civitai.com/api/download/models/355680,train
107876,Kurumi Tokisaki (時崎 狂三) - Date A Live (デート・ア・ライブ) - REUPLOAD,https://civitai.com/api/download/models/251203,eval
142983,Toujou Aya 東城綾 / Ichigo 100%,https://civitai.com/api/download/models/158605,train
26019,Pov_Hand-Early Access,https://civitai.com/api/download/models/31150,train
102153,Blue Theme,https://civitai.com/api/download/models/109350,eval
64892,MapleStory 2 Style,https://civitai.com/api/download/models/69530,eval
81286,JK制服,https://civitai.com/api/download/models/86249,train
22962,Male Noble Class Hanbok - Korea Clothes,https://civitai.com/api/download/models/27418,train
48007,Yoru | Chainsaw Man,https://civitai.com/api/download/models/52606,train
99954,Misaki Shokuhou (食蜂 操祈) - A Certain Scientific Railgun (とある科学の超電磁砲),https://civitai.com/api/download/models/222310,train
138962,Inui Sajuna | Sono Bisque Doll wa Koi wo Suru,https://civitai.com/api/download/models/153660,train
69073,薙切アリス - Nakiri Alice / Food Wars! LoRa - 食戟のソーマ,https://civitai.com/api/download/models/73756,train
132043,Aqua - Konosuba Anime Character,https://civitai.com/api/download/models/145197,eval
62217,Night,https://civitai.com/api/download/models/66758,train
56448,Halloween | Clothing Style LoRA,https://civitai.com/api/download/models/197516,train
55669,Rika Jougasaki Idolmaster - LoRA,https://civitai.com/api/download/models/60063,train
75176,Saitou / Bea (Pokemon),https://civitai.com/api/download/models/79926,train
261123,Fishnet pantyhose | Goofy Ai,https://civitai.com/api/download/models/294537,train
116659,Kama 15Outfits (Fate Grand Order) 迦摩 15套外观 FGO- Riuki LoRA,https://civitai.com/api/download/models/126347,train
169425,Dirty mud,https://civitai.com/api/download/models/190400,train
112559,Waterpark | Background,https://civitai.com/api/download/models/121526,eval
83373,Nico Robin (ニコ・ロビン) One Piece Character LoRA (Post-timeskip),https://civitai.com/api/download/models/106888,eval
101300,Suguha Kirigaya (桐ヶ谷 直葉) - Sword Art Online (ソードアート・オンライン),https://civitai.com/api/download/models/381982,train
157873,Bocchi from Gotoh Hitori the Rock | Goofy Ai,https://civitai.com/api/download/models/177356,train
28189,Hanekawa Tsubasa & Black Hanekawa | Monogatari Series,https://civitai.com/api/download/models/33791,train
21404,Delicate ArtStyle,https://civitai.com/api/download/models/25520,train
88994,Japanese pop art style,https://civitai.com/api/download/models/94706,train
180260,Top & Shorts by Stable Yogi,https://civitai.com/api/download/models/285848,train
128358,Tareme eyes - Concept LoRA,https://civitai.com/api/download/models/140522,train
44803,Atelier Totori - Totooria Helmold トトゥーリア・ヘルモルト LoRA,https://civitai.com/api/download/models/49424,train
56417,No.407 超写实手办 Super realistic figure style,https://civitai.com/api/download/models/60831,train
132020,Silence Suzuka サイレンススズカ / Umamusume,https://civitai.com/api/download/models/145171,eval
41383,XSarchitectural_33Woodenluxurystyle,https://civitai.com/api/download/models/46323,eval
18532,平塚静-shizuka hiratsuka- yahari ore no seishun lovecome wa machigatteiru,https://civitai.com/api/download/models/278727,train
206465,Misaka Mikoto 御坂美琴 / Toaru Kagaku no Railgun,https://civitai.com/api/download/models/232427,train
85193,Shirley Fenette シャーリー・フェネット / Code Geass,https://civitai.com/api/download/models/90548,eval
85017,SilverWolf_银狼_Honkai Star Rail_星穹铁道,https://civitai.com/api/download/models/90363,train
81126,No.414 水手服 clothes sailor serafuku ,https://civitai.com/api/download/models/86053,train
103495,Pencil Sketch Style,https://civitai.com/api/download/models/110842,train
90307,Shalltear Bloodfallen (overlord),https://civitai.com/api/download/models/195800,train
201776,Ganyu 甘雨 / Genshin Impact,https://civitai.com/api/download/models/227126,train
99998,"Chizuru Ichinose (一ノ瀬ちづる) / Chizuru Mizuhara (水原千鶴) - Rent-a-Girlfriend (Kanojo, Okarishimasu) (彼女、お借りします)",https://civitai.com/api/download/models/361868,train
50218,Corrin (Fire Emblem Fates) LoRA | 7 Outfits,https://civitai.com/api/download/models/110516,eval
180894,Karin Kakudate 角楯カリン | Blue Archive | 3 Outfits,https://civitai.com/api/download/models/203009,eval
18421,Chie Satonaka | Persona 4,https://civitai.com/api/download/models/21848,train
25386,XSarchitectural-3Aerial view of large buildings,https://civitai.com/api/download/models/30388,train
24920,Sui-Feng | Bleach,https://civitai.com/api/download/models/29814,train
361847,Dynamic Shots: Collection of 60 Effects for Dramatic Photography,https://civitai.com/api/download/models/406794,train
37680,architecture watercolor style建筑水彩画风格,https://civitai.com/api/download/models/43656,train
161271,Wiz ウィズ / KONOSUBA,https://civitai.com/api/download/models/181504,train
90937,GMKJ style - Uterine Prolapse,https://civitai.com/api/download/models/232593,eval
49162,Bulma | Dragon Ball,https://civitai.com/api/download/models/53757,train
123092,Kirigiri Kyoko 霧切響子 / Danganronpa,https://civitai.com/api/download/models/134137,train
59233,YunaFFX,https://civitai.com/api/download/models/64678,train
9424,MAZDA RX-7 FD3S car LORA,https://civitai.com/api/download/models/11183,train
71550,Nagato Yuki 長門有希 / Suzumiya Haruhi Series,https://civitai.com/api/download/models/76256,eval
25807,Oversized_hoodie,https://civitai.com/api/download/models/30894,train
110352,Shizuka Mikazuki (三日月 閑) - Zom 100: Bucket List of the Dead (ゾン100～ゾンビになるまでにしたい100のこと～),https://civitai.com/api/download/models/277337,eval
72555,Nessa | Pokemon Sword and Shield,https://civitai.com/api/download/models/333783,train
103565,Jumpsuits - by EDG,https://civitai.com/api/download/models/110921,train
43199,Rikku FFX & FFX-2 | Character LoRA,https://civitai.com/api/download/models/272501,train
71639,Shantae (Shantae) LoRA,https://civitai.com/api/download/models/76352,train
153853,撑膝弯腰_leaning forward_前かがみ,https://civitai.com/api/download/models/172332,train
207526,BrutalMass,https://civitai.com/api/download/models/233660,eval
49780,DOAXVV - Misaki,https://civitai.com/api/download/models/211545,train
22998,Lolita Dress,https://civitai.com/api/download/models/27466,eval
198876,Hyper denoiser (Reduce grain noise) / ざらざらノイズ低減,https://civitai.com/api/download/models/223754,train
91988,Dullahan/Disembodied Head | Concept LoRA,https://civitai.com/api/download/models/100482,train
60855,Artist: Hiten,https://civitai.com/api/download/models/94941,train
102484,Occult Geometry,https://civitai.com/api/download/models/109648,train
96916,Erina Nakiri ( 薙切 えりな) - Food Wars! (食戟のソーマ) - COMMISSION,https://civitai.com/api/download/models/254665,eval
52685,DOA - Momiji,https://civitai.com/api/download/models/211003,eval
85497,ゼーレ - Seele / Honkai: Star Rail - 崩壊スターレイル,https://civitai.com/api/download/models/90902,train
134651,Irida カイ / Pokemon,https://civitai.com/api/download/models/148341,eval
6326,[LuisaP]✍️CUTE Flat Color + Lineart LORA,https://civitai.com/api/download/models/7417,train
261332,AstrAnime_RETRO,https://civitai.com/api/download/models/294786,train
16284,Arcade,https://civitai.com/api/download/models/78178,train
59489,Kamizaki Risa 上崎裡沙 / AMAGAMI,https://civitai.com/api/download/models/63942,train
54040,Mika Jougasaki Idolmaster - LoRA,https://civitai.com/api/download/models/58397,train
65229,Love Plus characters,https://civitai.com/api/download/models/69860,train
84400,PAseer的中式恐怖/PAseer's Chinese Horror Style,https://civitai.com/api/download/models/132287,train
60059,Hologram,https://civitai.com/api/download/models/64516,train
56915,KizukiAi - Haganai - Takayama Maria [SD1 - Original V1.5],https://civitai.com/api/download/models/61327,eval
254096,Have to Pee | Goofy Ai,https://civitai.com/api/download/models/286451,train
55842,nendoroid doll/ob11 style,https://civitai.com/api/download/models/60242,train
46406,Kurisu | Steins Gate,https://civitai.com/api/download/models/112474,train
21159,louise(Zero no Tsukaima),https://civitai.com/api/download/models/26139,train
84684,アイリ - Airi Queen's Blade / クイーンズブレイド,https://civitai.com/api/download/models/90027,eval
99951,Mari Illustrious Makinami (真希波・マリ・イラストリアス) - Neon Genesis Evangelion (新世紀エヴァンゲリオン),https://civitai.com/api/download/models/228556,train
87258,Hakase Fuyuki 葉加瀬冬雪 / Nijisanji,https://civitai.com/api/download/models/92854,train
8929,Belldandy - Oh My Goddess!,https://civitai.com/api/download/models/119368,eval
108476,Misato Katsuragi (葛城 ミサト) - Neon Genesis Evangelion (新世紀エヴァンゲリオン) - COMMISSION,https://civitai.com/api/download/models/228569,train
106161,Lilia Greyrat | Mushoku Tensei: Isekai Ittara Honki Dasu,https://civitai.com/api/download/models/114003,train
28398,Fate Grand Order-Anastasia/アナスタシア/Анастаси́я Никола́евна Рома́нова,https://civitai.com/api/download/models/34067,train
28864,Shadow Sae - Persona 5,https://civitai.com/api/download/models/34632,train
42669,Tohru - Miss Kobayashi's Dragon Maid,https://civitai.com/api/download/models/47346,train
103332,Kitasan Black キタサンブラック / Umamusume,https://civitai.com/api/download/models/110657,train
6489,Akai Haato / Haachama Hololive | 5 Outfits | Character Lora 1996,https://civitai.com/api/download/models/111865,train
25371,XSarchitectural-5Moderninterior,https://civitai.com/api/download/models/30371,train
58958,Oerba Dia Vanille (Final Fantasy XIII) LoRA,https://civitai.com/api/download/models/63408,train
120304,Flower field,https://civitai.com/api/download/models/130812,train
27538,XSarchitectural-24moonsci-fistyle,https://civitai.com/api/download/models/32972,train
55129,Athena Asamiya 97 麻宮アテナ / The King of Fighters,https://civitai.com/api/download/models/81690,train
107849,cotton pencil skirt\布材质铅笔裙,https://civitai.com/api/download/models/123359,train
59801,Artist: 赤倉/赤仓/Akakura,https://civitai.com/api/download/models/171029,train
142306,A simple school uniform一件简单的校服,https://civitai.com/api/download/models/859489,train
47214,Elie MacDowell (Ao no Kiseki/Trails to Azure) LoRA,https://civitai.com/api/download/models/121558,train
120771,Minimalist Sci-Fi Dystopia,https://civitai.com/api/download/models/131361,train
93751,Floral Bow Crystal Pointy Heels | 仙女尖头高跟鞋,https://civitai.com/api/download/models/99984,train
86204,Corporate art style,https://civitai.com/api/download/models/91638,train
95994,Hatsune Miku (Project Sekai.ver) 初音ミク / VOCALOID,https://civitai.com/api/download/models/102528,eval
168303,Prinz Eugen プリンツオイゲン / Azur Lane,https://civitai.com/api/download/models/189263,train
66029,Kurosu Gatari  / Siberian Hahasky (Style),https://civitai.com/api/download/models/71441,train
86723,Lucifer (Helltaker) | Goofy Ai,https://civitai.com/api/download/models/92248,train
55825,DOA - Helena,https://civitai.com/api/download/models/211747,train
28136,Cardesign-Syd Mead Style,https://civitai.com/api/download/models/33719,train
110368,【Costume】【Cosplay】Sideless Uniform of Ako (Blue Archive) 亚子的侧乳制服,https://civitai.com/api/download/models/225014,train
18218,【Background】【Scenery】Saigyou Ayakashi 西行妖,https://civitai.com/api/download/models/21571,train
25404,Puyo Puyo Style ,https://civitai.com/api/download/models/109488,eval
96383,KizukiAi - The Rising of the Shield Hero - Filo [SD1 - Original V1.5],https://civitai.com/api/download/models/102948,train
137984,Juvia Lockser ジュビア・ロクサー / Fairy Tail,https://civitai.com/api/download/models/152397,train
28509,Sustainer of Heavenly Principles (Asmoday) 天理の調停者 天理的维系者 Genshin Impact,https://civitai.com/api/download/models/34194,train
191667,Ishtar イシュタル / Fate/Grand Order,https://civitai.com/api/download/models/215287,train
124053,Age progression,https://civitai.com/api/download/models/135372,train
96042,Kakudate Karin (角楯カリン) Blue Archive | Character Lora 1974,https://civitai.com/api/download/models/102581,train
272815,Konjiki no Yami (Golden Darkness) 金色の闇 / To Love Ru,https://civitai.com/api/download/models/307501,train
102513,Neco-arc Character Lora,https://civitai.com/api/download/models/235300,train
115416,胸以上覆盖着蕾丝的衣服_Clothes with lace covering the collarbone,https://civitai.com/api/download/models/124855,eval
49968,Invincible Style Lora,https://civitai.com/api/download/models/208461,train
88422,"Sunomiya Sana | Don't Toy With Me, Miss Nagatoro",https://civitai.com/api/download/models/94075,eval
162209,Kafka カフカ / Honkai: Star Rail,https://civitai.com/api/download/models/182670,train
86460,Kurotaki Rin (Hentai: Saishuu chikan densha),https://civitai.com/api/download/models/91954,train
88874,机甲战斗服cyber,https://civitai.com/api/download/models/94565,train
67135,Asian Casual Wear - by EDG,https://civitai.com/api/download/models/71767,eval
183900,Ancient Greek Clothes,https://civitai.com/api/download/models/326339,train
98295,Ichika Nakano (中野 一花) - The Quintessential Quintuplets (Gotoubun no Hanayome) (五等分の花嫁),https://civitai.com/api/download/models/377080,train
142243,Holding Hands Pov | Pose LoRA,https://civitai.com/api/download/models/157703,train
97158,Better Pantyhose,https://civitai.com/api/download/models/103841,train
53953,Candice (Pokemon) LoRA,https://civitai.com/api/download/models/58314,eval
114286,Harpy (Monster Girl),https://civitai.com/api/download/models/123536,eval
242902,"Jill Valentine (Resident Evil) LoRA | 4 Outfits (RE1, RE3 Original, RE3 Remake, and RE5)",https://civitai.com/api/download/models/274077,train
200107,epiCFlashPhoto Lora,https://civitai.com/api/download/models/225171,train
12097,yuroki's model,https://civitai.com/api/download/models/14281,train
95294,nun,https://civitai.com/api/download/models/101698,train
113394,白丝 雪糕 white pantyhose,https://civitai.com/api/download/models/122491,train
37316,Ushio Kofune/小舟潮/こふねうしお/Summer Time Rendering/夏日時光/サマータイムレンダ,https://civitai.com/api/download/models/75904,eval
126245,Mevis (Hotel Transylvania),https://civitai.com/api/download/models/137976,eval
146341,滑落的肩带_strap slip_肩紐ずらし,https://civitai.com/api/download/models/162951,train
201455,Diane/ディアンヌ (Nanatsu no Taizai) LoRA,https://civitai.com/api/download/models/226733,train
125998,Yukino Yukinoshita 雪ノ下 雪乃 | My Teen Romantic Comedy is Wrong as I Expected ~ Oregairu,https://civitai.com/api/download/models/237942,train
70789,Nakoruru (The King of Fighters / Samurai Shodown ) LoRA,https://civitai.com/api/download/models/75474,train
17587,Wada Arco style V3.0 LORA,https://civitai.com/api/download/models/30123,train
26492,Lana's mom (Pokemon),https://civitai.com/api/download/models/31717,train
96279,Zelda (The Legend of Zelda: A Link Between Worlds) LoRA,https://civitai.com/api/download/models/102842,eval
191610,[Tsumasaky] Frieren Mimic Meme,https://civitai.com/api/download/models/215236,eval
129069,Mrs. Yuigahama 由比ヶ浜夫人 | My Teen Romantic Comedy is Wrong as I Expected ~ Oregairu,https://civitai.com/api/download/models/376663,train
102560,Illyasviel Von Einzbern | Fate/stay night: Unlimited Blade Works,https://civitai.com/api/download/models/109736,train
188404,Toki Asuma 飛鳥馬トキ | Blue Archive | 5 Outfits,https://civitai.com/api/download/models/211586,train
84739,Android 21 (Dragon Ball FighterZ) LoRA,https://civitai.com/api/download/models/90084,train
107873,Rory Mercury (ロゥリィ・マーキュリー) - Gate: Thus the JSDF Fought There! (GATE（ゲート）自衛隊　彼の地にて、斯く戦えり) - REUPLOAD,https://civitai.com/api/download/models/308441,train
55428,Sylphy | Amagi Brilliant Park,https://civitai.com/api/download/models/279996,train
23942,Rhea (Fire Emblem: Three Houses) LoRA | 5 Outfits,https://civitai.com/api/download/models/83156,eval
73761,Bubble Tea Challenge | Meme,https://civitai.com/api/download/models/78471,train
11690,Surcouf (Azur Lane) Swimsuit 絮库夫泳装,https://civitai.com/api/download/models/13814,train
98066,Winry Rockbell (ウィンリィ・ロックベル) - Full Metal Alchemist (鋼の錬金術師),https://civitai.com/api/download/models/104863,train
28234,Mailman,https://civitai.com/api/download/models/33851,train
100845,Albedo (アルベド) - Overlord (オーバーロード),https://civitai.com/api/download/models/196587,eval
216335,Handmade by real people–真real Chinese doll,https://civitai.com/api/download/models/243800,train
26649,Argus (Azur Lane)  School Uniform & Original Outfit 百眼巨人 校服&原版,https://civitai.com/api/download/models/31899,train
109766,92m (artist),https://civitai.com/api/download/models/118299,eval
24403,Hibana - Fire Force,https://civitai.com/api/download/models/33924,train
91428,[Character] Narmaya / MultiVerCostume (Granblue Fantasy) LoRa/LoCon/LoHa,https://civitai.com/api/download/models/100042,train
91758,PoutKiss,https://civitai.com/api/download/models/97819,train
129391,Kurokawa Akane 黒川あかね / OSHI NO KO,https://civitai.com/api/download/models/141824,train
123422,Samui (Naruto) LoRA,https://civitai.com/api/download/models/134562,train
